P.1,P.2,P.3,P.4,P.5,P.6,score,positive
0.1,0,0.9,0,0,0,2.12140311115695,TRUE
0,0.1,0.9,0,0,0,1.94960311115695,TRUE
0,0,1,0,0,0,2.218281828459045,TRUE
0.9,0,0,0.1,0,0,1.5562,TRUE
0.8,0.1,0,0.1,0,0,1.3844000000000003,TRUE
0.7,0.2,0,0.1,0,0,1.1926,TRUE
0.6,0.3,0,0.1,0,0,0.9807999999999999,TRUE
0.5,0.4,0,0.1,0,0,0.7490000000000001,TRUE
0.4,0.5,0,0.1,0,0,0.4972000000000002,TRUE
0.3,0.6,0,0.1,0,0,0.22539999999999993,TRUE
0.2,0.7,0,0.1,0,0,-0.0663999999999999,FALSE
0.1,0.8,0,0.1,0,0,-0.3782000000000001,FALSE
0,0.9,0,0.1,0,0,-0.7100000000000001,FALSE
0.8,0,0.1,0.1,0,0,1.4995709180756482,TRUE
0.7,0.1,0.1,0.1,0,0,1.327770918075648,TRUE
0.6,0.2,0.1,0.1,0,0,1.1359709180756479,TRUE
0.5,0.3,0.1,0.1,0,0,0.9241709180756477,TRUE
0.4,0.4,0.1,0.1,0,0,0.6923709180756479,TRUE
0.3,0.5,0.1,0.1,0,0,0.44057091807564774,TRUE
0.2,0.6,0.1,0.1,0,0,0.1687709180756477,TRUE
0.1,0.7,0.1,0.1,0,0,-0.12302908192435225,FALSE
0,0.8,0.1,0.1,0,0,-0.43482908192435243,FALSE
0.7,0,0.2,0.1,0,0,1.4540027581601698,TRUE
0.6,0.1,0.2,0.1,0,0,1.28220275816017,TRUE
0.5,0.2,0.2,0.1,0,0,1.0904027581601698,TRUE
0.4,0.3,0.2,0.1,0,0,0.8786027581601701,TRUE
0.3,0.4,0.2,0.1,0,0,0.6468027581601699,TRUE
0.2,0.5,0.2,0.1,0,0,0.39500275816016994,TRUE
0.1,0.6,0.2,0.1,0,0,0.1232027581601699,TRUE
0,0.7,0.2,0.1,0,0,-0.16859724183983016,FALSE
0.6,0,0.3,0.1,0,0,1.4206588075760034,TRUE
0.5,0.1,0.3,0.1,0,0,1.2488588075760032,TRUE
0.4,0.2,0.3,0.1,0,0,1.0570588075760035,TRUE
0.3,0.3,0.3,0.1,0,0,0.8452588075760032,TRUE
0.2,0.4,0.3,0.1,0,0,0.613458807576003,TRUE
0.1,0.5,0.3,0.1,0,0,0.3616588075760031,TRUE
0,0.6,0.3,0.1,0,0,0.08985880757600317,TRUE
0.5,0,0.4,0.1,0,0,1.4008246976412706,TRUE
0.4,0.1,0.4,0.1,0,0,1.2290246976412704,TRUE
0.3,0.2,0.4,0.1,0,0,1.0372246976412702,TRUE
0.2,0.3,0.4,0.1,0,0,0.8254246976412705,TRUE
0.1,0.4,0.4,0.1,0,0,0.5936246976412702,TRUE
0,0.5,0.4,0.1,0,0,0.3418246976412703,TRUE
0.4,0,0.5,0.1,0,0,1.3959212707001285,TRUE
0.3,0.1,0.5,0.1,0,0,1.2241212707001283,TRUE
0.2,0.2,0.5,0.1,0,0,1.0323212707001281,TRUE
0.1,0.3,0.5,0.1,0,0,0.8205212707001284,TRUE
0,0.4,0.5,0.1,0,0,0.5887212707001281,TRUE
0.3,0,0.6,0.1,0,0,1.407518800390509,TRUE
0.2,0.1,0.6,0.1,0,0,1.2357188003905089,TRUE
0.1,0.2,0.6,0.1,0,0,1.043918800390509,TRUE
0,0.3,0.6,0.1,0,0,0.8321188003905089,TRUE
0.2,0,0.7,0.1,0,0,1.4373527074704766,TRUE
0.1,0.1,0.7,0.1,0,0,1.2655527074704769,TRUE
0,0.2,0.7,0.1,0,0,1.0737527074704767,TRUE
0.1,0,0.8,0.1,0,0,1.487340928492468,TRUE
0,0.1,0.8,0.1,0,0,1.3155409284924682,TRUE
0,0,0.9,0.1,0,0,1.55960311115695,TRUE
0.8,0,0,0.2,0,0,0.9944000000000004,TRUE
0.7,0.1,0,0.2,0,0,0.8226000000000002,TRUE
0.6,0.2,0,0.2,0,0,0.6308,TRUE
0.5,0.3,0,0.2,0,0,0.41900000000000004,TRUE
0.4,0.4,0,0.2,0,0,0.18720000000000003,TRUE
0.3,0.5,0,0.2,0,0,-0.06459999999999999,FALSE
0.2,0.6,0,0.2,0,0,-0.33640000000000003,FALSE
0.1,0.7,0,0.2,0,0,-0.6282,FALSE
0,0.8,0,0.2,0,0,-0.9400000000000002,FALSE
0.7,0,0.1,0.2,0,0,0.9377709180756477,TRUE
0.6,0.1,0.1,0.2,0,0,0.7659709180756475,TRUE
0.5,0.2,0.1,0.2,0,0,0.5741709180756478,TRUE
0.4,0.3,0.1,0.2,0,0,0.3623709180756478,TRUE
0.3,0.4,0.1,0.2,0,0,0.13057091807564758,TRUE
0.2,0.5,0.1,0.2,0,0,-0.12122908192435222,FALSE
0.1,0.6,0.1,0.2,0,0,-0.39302908192435226,FALSE
0,0.7,0.1,0.2,0,0,-0.6848290819243523,FALSE
0.6,0,0.2,0.2,0,0,0.8922027581601697,TRUE
0.5,0.1,0.2,0.2,0,0,0.72040275816017,TRUE
0.4,0.2,0.2,0.2,0,0,0.5286027581601698,TRUE
0.3,0.3,0.2,0.2,0,0,0.3168027581601698,TRUE
0.2,0.4,0.2,0.2,0,0,0.08500275816016978,TRUE
0.1,0.5,0.2,0.2,0,0,-0.16679724183983025,FALSE
0,0.6,0.2,0.2,0,0,-0.4385972418398302,FALSE
0.5,0,0.3,0.2,0,0,0.8588588075760033,TRUE
0.4,0.1,0.3,0.2,0,0,0.6870588075760031,TRUE
0.3,0.2,0.3,0.2,0,0,0.49525880757600316,TRUE
0.2,0.3,0.3,0.2,0,0,0.28345880757600317,TRUE
0.1,0.4,0.3,0.2,0,0,0.05165880757600316,TRUE
0,0.5,0.3,0.2,0,0,-0.20014119242399686,FALSE
0.4,0,0.4,0.2,0,0,0.8390246976412705,TRUE
0.3,0.1,0.4,0.2,0,0,0.6672246976412703,TRUE
0.2,0.2,0.4,0.2,0,0,0.4754246976412704,TRUE
0.1,0.3,0.4,0.2,0,0,0.2636246976412704,TRUE
0,0.4,0.4,0.2,0,0,0.03182469764127016,TRUE
0.3,0,0.5,0.2,0,0,0.834121270700128,TRUE
0.2,0.1,0.5,0.2,0,0,0.6623212707001283,TRUE
0.1,0.2,0.5,0.2,0,0,0.47052127070012806,TRUE
0,0.3,0.5,0.2,0,0,0.25872127070012807,TRUE
0.2,0,0.6,0.2,0,0,0.845718800390509,TRUE
0.1,0.1,0.6,0.2,0,0,0.6739188003905088,TRUE
0,0.2,0.6,0.2,0,0,0.4821188003905088,TRUE
0.1,0,0.7,0.2,0,0,0.8755527074704765,TRUE
0,0.1,0.7,0.2,0,0,0.7037527074704768,TRUE
0,0,0.8,0.2,0,0,0.9255409284924678,TRUE
0.7,0,0,0.3,0,0,0.4326000000000001,TRUE
0.6,0.1,0,0.3,0,0,0.2607999999999999,TRUE
0.5,0.2,0,0.3,0,0,0.06900000000000017,TRUE
0.4,0.3,0,0.3,0,0,-0.14279999999999982,FALSE
0.3,0.4,0,0.3,0,0,-0.37460000000000004,FALSE
0.2,0.5,0,0.3,0,0,-0.6263999999999998,FALSE
0.1,0.6,0,0.3,0,0,-0.8981999999999999,FALSE
0,0.7,0,0.3,0,0,-1.19,FALSE
0.6,0,0.1,0.3,0,0,0.37597091807564786,TRUE
0.5,0.1,0.1,0.3,0,0,0.2041709180756477,TRUE
0.4,0.2,0.1,0.3,0,0,0.012370918075647941,TRUE
0.3,0.3,0.1,0.3,0,0,-0.19942908192435227,FALSE
0.2,0.4,0.1,0.3,0,0,-0.4312290819243523,FALSE
0.1,0.5,0.1,0.3,0,0,-0.6830290819243523,FALSE
0,0.6,0.1,0.3,0,0,-0.9548290819243522,FALSE
0.5,0,0.2,0.3,0,0,0.33040275816016984,TRUE
0.4,0.1,0.2,0.3,0,0,0.1586027581601701,TRUE
0.3,0.2,0.2,0.3,0,0,-0.03319724183983008,FALSE
0.2,0.3,0.2,0.3,0,0,-0.24499724183983007,FALSE
0.1,0.4,0.2,0.3,0,0,-0.4767972418398301,FALSE
0,0.5,0.2,0.3,0,0,-0.7285972418398301,FALSE
0.4,0,0.3,0.3,0,0,0.29705880757600345,TRUE
0.3,0.1,0.3,0.3,0,0,0.12525880757600327,TRUE
0.2,0.2,0.3,0.3,0,0,-0.0665411924239967,FALSE
0.1,0.3,0.3,0.3,0,0,-0.2783411924239967,FALSE
0,0.4,0.3,0.3,0,0,-0.5101411924239969,FALSE
0.3,0,0.4,0.3,0,0,0.27722469764127045,TRUE
0.2,0.1,0.4,0.3,0,0,0.10542469764127049,TRUE
0.1,0.2,0.4,0.3,0,0,-0.0863753023587297,FALSE
0,0.3,0.4,0.3,0,0,-0.2981753023587297,FALSE
0.2,0,0.5,0.3,0,0,0.27232127070012835,TRUE
0.1,0.1,0.5,0.3,0,0,0.10052127070012817,TRUE
0,0.2,0.5,0.3,0,0,-0.0912787292998718,FALSE
0.1,0,0.6,0.3,0,0,0.2839188003905089,TRUE
0,0.1,0.6,0.3,0,0,0.11211880039050892,TRUE
0,0,0.7,0.3,0,0,0.3137527074704767,TRUE
0.6,0,0,0.4,0,0,-0.12919999999999998,FALSE
0.5,0.1,0,0.4,0,0,-0.30100000000000016,FALSE
0.4,0.2,0,0.4,0,0,-0.4927999999999999,FALSE
0.3,0.3,0,0.4,0,0,-0.7046000000000001,FALSE
0.2,0.4,0,0.4,0,0,-0.9364000000000001,FALSE
0.1,0.5,0,0.4,0,0,-1.1882000000000001,FALSE
0,0.6,0,0.4,0,0,-1.46,FALSE
0.5,0,0.1,0.4,0,0,-0.1858290819243522,FALSE
0.4,0.1,0.1,0.4,0,0,-0.3576290819243524,FALSE
0.3,0.2,0.1,0.4,0,0,-0.5494290819243524,FALSE
0.2,0.3,0.1,0.4,0,0,-0.7612290819243523,FALSE
0.1,0.4,0.1,0.4,0,0,-0.9930290819243524,FALSE
0,0.5,0.1,0.4,0,0,-1.2448290819243524,FALSE
0.4,0,0.2,0.4,0,0,-0.23139724183983024,FALSE
0.3,0.1,0.2,0.4,0,0,-0.4031972418398302,FALSE
0.2,0.2,0.2,0.4,0,0,-0.5949972418398302,FALSE
0.1,0.3,0.2,0.4,0,0,-0.8067972418398301,FALSE
0,0.4,0.2,0.4,0,0,-1.0385972418398302,FALSE
0.3,0,0.3,0.4,0,0,-0.26474119242399685,FALSE
0.2,0.1,0.3,0.4,0,0,-0.4365411924239968,FALSE
0.1,0.2,0.3,0.4,0,0,-0.628341192423997,FALSE
0,0.3,0.3,0.4,0,0,-0.840141192423997,FALSE
0.2,0,0.4,0.4,0,0,-0.28457530235872963,FALSE
0.1,0.1,0.4,0.4,0,0,-0.4563753023587298,FALSE
0,0.2,0.4,0.4,0,0,-0.6481753023587298,FALSE
0.1,0,0.5,0.4,0,0,-0.28947872929987195,FALSE
0,0.1,0.5,0.4,0,0,-0.4612787292998719,FALSE
0,0,0.6,0.4,0,0,-0.2778811996094912,FALSE
0.5,0,0,0.5,0,0,-0.6909999999999998,FALSE
0.4,0.1,0,0.5,0,0,-0.8628,FALSE
0.3,0.2,0,0.5,0,0,-1.0546,FALSE
0.2,0.3,0,0.5,0,0,-1.2664,FALSE
0.1,0.4,0,0.5,0,0,-1.4982,FALSE
0,0.5,0,0.5,0,0,-1.75,FALSE
0.4,0,0.1,0.5,0,0,-0.7476290819243521,FALSE
0.3,0.1,0.1,0.5,0,0,-0.9194290819243522,FALSE
0.2,0.2,0.1,0.5,0,0,-1.1112290819243522,FALSE
0.1,0.3,0.1,0.5,0,0,-1.3230290819243522,FALSE
0,0.4,0.1,0.5,0,0,-1.5548290819243524,FALSE
0.3,0,0.2,0.5,0,0,-0.7931972418398301,FALSE
0.2,0.1,0.2,0.5,0,0,-0.96499724183983,FALSE
0.1,0.2,0.2,0.5,0,0,-1.15679724183983,FALSE
0,0.3,0.2,0.5,0,0,-1.3685972418398302,FALSE
0.2,0,0.3,0.5,0,0,-0.8265411924239967,FALSE
0.1,0.1,0.3,0.5,0,0,-0.9983411924239969,FALSE
0,0.2,0.3,0.5,0,0,-1.1901411924239969,FALSE
0.1,0,0.4,0.5,0,0,-0.8463753023587297,FALSE
0,0.1,0.4,0.5,0,0,-1.0181753023587297,FALSE
0,0,0.5,0.5,0,0,-0.8512787292998718,FALSE
0.4,0,0,0.6,0,0,-1.2527999999999997,FALSE
0.3,0.1,0,0.6,0,0,-1.4245999999999999,FALSE
0.2,0.2,0,0.6,0,0,-1.6163999999999998,FALSE
0.1,0.3,0,0.6,0,0,-1.8281999999999998,FALSE
0,0.4,0,0.6,0,0,-2.06,FALSE
0.3,0,0.1,0.6,0,0,-1.3094290819243521,FALSE
0.2,0.1,0.1,0.6,0,0,-1.481229081924352,FALSE
0.1,0.2,0.1,0.6,0,0,-1.6730290819243523,FALSE
0,0.3,0.1,0.6,0,0,-1.8848290819243523,FALSE
0.2,0,0.2,0.6,0,0,-1.35499724183983,FALSE
0.1,0.1,0.2,0.6,0,0,-1.5267972418398301,FALSE
0,0.2,0.2,0.6,0,0,-1.71859724183983,FALSE
0.1,0,0.3,0.6,0,0,-1.3883411924239968,FALSE
0,0.1,0.3,0.6,0,0,-1.5601411924239967,FALSE
0,0,0.4,0.6,0,0,-1.4081753023587296,FALSE
0.3,0,0,0.7,0,0,-1.8145999999999998,FALSE
0.2,0.1,0,0.7,0,0,-1.9863999999999997,FALSE
0.1,0.2,0,0.7,0,0,-2.1782,FALSE
0,0.3,0,0.7,0,0,-2.3899999999999997,FALSE
0.2,0,0.1,0.7,0,0,-1.871229081924352,FALSE
0.1,0.1,0.1,0.7,0,0,-2.0430290819243524,FALSE
0,0.2,0.1,0.7,0,0,-2.234829081924352,FALSE
0.1,0,0.2,0.7,0,0,-1.91679724183983,FALSE
0,0.1,0.2,0.7,0,0,-2.08859724183983,FALSE
0,0,0.3,0.7,0,0,-1.9501411924239966,FALSE
0.2,0,0,0.8,0,0,-2.3764000000000003,FALSE
0.1,0.1,0,0.8,0,0,-2.5482000000000005,FALSE
0,0.2,0,0.8,0,0,-2.74,FALSE
0.1,0,0.1,0.8,0,0,-2.4330290819243525,FALSE
0,0.1,0.1,0.8,0,0,-2.6048290819243523,FALSE
0,0,0.2,0.8,0,0,-2.4785972418398305,FALSE
0.1,0,0,0.9,0,0,-2.9382,FALSE
0,0.1,0,0.9,0,0,-3.1100000000000003,FALSE
0,0,0.1,0.9,0,0,-2.9948290819243524,FALSE
0,0,0,1,0,0,-3.5,FALSE
0.9,0,0,0,0.1,0,2.0562,TRUE
0.8,0.1,0,0,0.1,0,1.8844000000000003,TRUE
0.7,0.2,0,0,0.1,0,1.6926,TRUE
0.6,0.3,0,0,0.1,0,1.4808000000000001,TRUE
0.5,0.4,0,0,0.1,0,1.249,TRUE
0.4,0.5,0,0,0.1,0,0.9972000000000003,TRUE
0.3,0.6,0,0,0.1,0,0.7254,TRUE
0.2,0.7,0,0,0.1,0,0.4336000000000001,TRUE
0.1,0.8,0,0,0.1,0,0.12179999999999991,TRUE
0,0.9,0,0,0.1,0,-0.21000000000000008,FALSE
0.8,0,0.1,0,0.1,0,1.9995709180756482,TRUE
0.7,0.1,0.1,0,0.1,0,1.827770918075648,TRUE
0.6,0.2,0.1,0,0.1,0,1.6359709180756479,TRUE
0.5,0.3,0.1,0,0.1,0,1.4241709180756479,TRUE
0.4,0.4,0.1,0,0.1,0,1.1923709180756479,TRUE
0.3,0.5,0.1,0,0.1,0,0.9405709180756479,TRUE
0.2,0.6,0.1,0,0.1,0,0.6687709180756478,TRUE
0.1,0.7,0.1,0,0.1,0,0.37697091807564775,TRUE
0,0.8,0.1,0,0.1,0,0.06517091807564757,TRUE
0.7,0,0.2,0,0.1,0,1.9540027581601698,TRUE
0.6,0.1,0.2,0,0.1,0,1.78220275816017,TRUE
0.5,0.2,0.2,0,0.1,0,1.5904027581601698,TRUE
0.4,0.3,0.2,0,0.1,0,1.37860275816017,TRUE
0.3,0.4,0.2,0,0.1,0,1.1468027581601699,TRUE
0.2,0.5,0.2,0,0.1,0,0.89500275816017,TRUE
0.1,0.6,0.2,0,0.1,0,0.62320275816017,TRUE
0,0.7,0.2,0,0.1,0,0.33140275816016984,TRUE
0.6,0,0.3,0,0.1,0,1.9206588075760034,TRUE
0.5,0.1,0.3,0,0.1,0,1.7488588075760032,TRUE
0.4,0.2,0.3,0,0.1,0,1.5570588075760035,TRUE
0.3,0.3,0.3,0,0.1,0,1.3452588075760032,TRUE
0.2,0.4,0.3,0,0.1,0,1.1134588075760032,TRUE
0.1,0.5,0.3,0,0.1,0,0.8616588075760032,TRUE
0,0.6,0.3,0,0.1,0,0.5898588075760032,TRUE
0.5,0,0.4,0,0.1,0,1.9008246976412706,TRUE
0.4,0.1,0.4,0,0.1,0,1.7290246976412704,TRUE
0.3,0.2,0.4,0,0.1,0,1.5372246976412702,TRUE
0.2,0.3,0.4,0,0.1,0,1.3254246976412705,TRUE
0.1,0.4,0.4,0,0.1,0,1.0936246976412705,TRUE
0,0.5,0.4,0,0.1,0,0.8418246976412704,TRUE
0.4,0,0.5,0,0.1,0,1.8959212707001285,TRUE
0.3,0.1,0.5,0,0.1,0,1.7241212707001283,TRUE
0.2,0.2,0.5,0,0.1,0,1.5323212707001281,TRUE
0.1,0.3,0.5,0,0.1,0,1.3205212707001284,TRUE
0,0.4,0.5,0,0.1,0,1.0887212707001281,TRUE
0.3,0,0.6,0,0.1,0,1.907518800390509,TRUE
0.2,0.1,0.6,0,0.1,0,1.7357188003905089,TRUE
0.1,0.2,0.6,0,0.1,0,1.543918800390509,TRUE
0,0.3,0.6,0,0.1,0,1.332118800390509,TRUE
0.2,0,0.7,0,0.1,0,1.9373527074704766,TRUE
0.1,0.1,0.7,0,0.1,0,1.7655527074704769,TRUE
0,0.2,0.7,0,0.1,0,1.5737527074704767,TRUE
0.1,0,0.8,0,0.1,0,1.987340928492468,TRUE
0,0.1,0.8,0,0.1,0,1.8155409284924682,TRUE
0,0,0.9,0,0.1,0,2.05960311115695,TRUE
0.8,0,0,0.1,0.1,0,1.4944000000000006,TRUE
0.7,0.1,0,0.1,0.1,0,1.3226000000000004,TRUE
0.6,0.2,0,0.1,0.1,0,1.1308000000000002,TRUE
0.5,0.3,0,0.1,0.1,0,0.919,TRUE
0.4,0.4,0,0.1,0.1,0,0.6872000000000003,TRUE
0.3,0.5,0,0.1,0.1,0,0.4354,TRUE
0.2,0.6,0,0.1,0.1,0,0.16359999999999997,TRUE
0.1,0.7,0,0.1,0.1,0,-0.12819999999999998,FALSE
0,0.8,0,0.1,0.1,0,-0.44000000000000017,FALSE
0.7,0,0.1,0.1,0.1,0,1.437770918075648,TRUE
0.6,0.1,0.1,0.1,0.1,0,1.2659709180756478,TRUE
0.5,0.2,0.1,0.1,0.1,0,1.074170918075648,TRUE
0.4,0.3,0.1,0.1,0.1,0,0.8623709180756478,TRUE
0.3,0.4,0.1,0.1,0.1,0,0.6305709180756476,TRUE
0.2,0.5,0.1,0.1,0.1,0,0.3787709180756478,TRUE
0.1,0.6,0.1,0.1,0.1,0,0.10697091807564774,TRUE
0,0.7,0.1,0.1,0.1,0,-0.18482908192435232,FALSE
0.6,0,0.2,0.1,0.1,0,1.39220275816017,TRUE
0.5,0.1,0.2,0.1,0.1,0,1.2204027581601702,TRUE
0.4,0.2,0.2,0.1,0.1,0,1.02860275816017,TRUE
0.3,0.3,0.2,0.1,0.1,0,0.8168027581601698,TRUE
0.2,0.4,0.2,0.1,0.1,0,0.5850027581601698,TRUE
0.1,0.5,0.2,0.1,0.1,0,0.33320275816016975,TRUE
0,0.6,0.2,0.1,0.1,0,0.061402758160169824,TRUE
0.5,0,0.3,0.1,0.1,0,1.3588588075760035,TRUE
0.4,0.1,0.3,0.1,0.1,0,1.1870588075760033,TRUE
0.3,0.2,0.3,0.1,0.1,0,0.9952588075760032,TRUE
0.2,0.3,0.3,0.1,0.1,0,0.7834588075760034,TRUE
0.1,0.4,0.3,0.1,0.1,0,0.5516588075760032,TRUE
0,0.5,0.3,0.1,0.1,0,0.29985880757600314,TRUE
0.4,0,0.4,0.1,0.1,0,1.3390246976412707,TRUE
0.3,0.1,0.4,0.1,0.1,0,1.1672246976412706,TRUE
0.2,0.2,0.4,0.1,0.1,0,0.9754246976412704,TRUE
0.1,0.3,0.4,0.1,0.1,0,0.7636246976412706,TRUE
0,0.4,0.4,0.1,0.1,0,0.5318246976412702,TRUE
0.3,0,0.5,0.1,0.1,0,1.3341212707001282,TRUE
0.2,0.1,0.5,0.1,0.1,0,1.1623212707001285,TRUE
0.1,0.2,0.5,0.1,0.1,0,0.9705212707001283,TRUE
0,0.3,0.5,0.1,0.1,0,0.7587212707001281,TRUE
0.2,0,0.6,0.1,0.1,0,1.3457188003905092,TRUE
0.1,0.1,0.6,0.1,0.1,0,1.173918800390509,TRUE
0,0.2,0.6,0.1,0.1,0,0.9821188003905088,TRUE
0.1,0,0.7,0.1,0.1,0,1.3755527074704768,TRUE
0,0.1,0.7,0.1,0.1,0,1.203752707470477,TRUE
0,0,0.8,0.1,0.1,0,1.425540928492468,TRUE
0.7,0,0,0.2,0.1,0,0.9326000000000001,TRUE
0.6,0.1,0,0.2,0.1,0,0.7607999999999999,TRUE
0.5,0.2,0,0.2,0.1,0,0.5690000000000002,TRUE
0.4,0.3,0,0.2,0.1,0,0.3572000000000001,TRUE
0.3,0.4,0,0.2,0.1,0,0.12539999999999984,TRUE
0.2,0.5,0,0.2,0.1,0,-0.12639999999999996,FALSE
0.1,0.6,0,0.2,0.1,0,-0.3982,FALSE
0,0.7,0,0.2,0.1,0,-0.6900000000000001,FALSE
0.6,0,0.1,0.2,0.1,0,0.8759709180756479,TRUE
0.5,0.1,0.1,0.2,0.1,0,0.7041709180756477,TRUE
0.4,0.2,0.1,0.2,0.1,0,0.5123709180756479,TRUE
0.3,0.3,0.1,0.2,0.1,0,0.3005709180756476,TRUE
0.2,0.4,0.1,0.2,0.1,0,0.06877091807564761,TRUE
0.1,0.5,0.1,0.2,0.1,0,-0.1830290819243524,FALSE
0,0.6,0.1,0.2,0.1,0,-0.45482908192435234,FALSE
0.5,0,0.2,0.2,0.1,0,0.8304027581601698,TRUE
0.4,0.1,0.2,0.2,0.1,0,0.6586027581601701,TRUE
0.3,0.2,0.2,0.2,0.1,0,0.4668027581601698,TRUE
0.2,0.3,0.2,0.2,0.1,0,0.2550027581601698,TRUE
0.1,0.4,0.2,0.2,0.1,0,0.023202758160169812,TRUE
0,0.5,0.2,0.2,0.1,0,-0.2285972418398302,FALSE
0.4,0,0.3,0.2,0.1,0,0.7970588075760034,TRUE
0.3,0.1,0.3,0.2,0.1,0,0.6252588075760033,TRUE
0.2,0.2,0.3,0.2,0.1,0,0.4334588075760032,TRUE
0.1,0.3,0.3,0.2,0.1,0,0.2216588075760032,TRUE
0,0.4,0.3,0.2,0.1,0,-0.010141192423997025,FALSE
0.3,0,0.4,0.2,0.1,0,0.7772246976412704,TRUE
0.2,0.1,0.4,0.2,0.1,0,0.6054246976412705,TRUE
0.1,0.2,0.4,0.2,0.1,0,0.4136246976412702,TRUE
0,0.3,0.4,0.2,0.1,0,0.2018246976412702,TRUE
0.2,0,0.5,0.2,0.1,0,0.7723212707001283,TRUE
0.1,0.1,0.5,0.2,0.1,0,0.6005212707001282,TRUE
0,0.2,0.5,0.2,0.1,0,0.4087212707001281,TRUE
0.1,0,0.6,0.2,0.1,0,0.7839188003905089,TRUE
0,0.1,0.6,0.2,0.1,0,0.6121188003905089,TRUE
0,0,0.7,0.2,0.1,0,0.8137527074704767,TRUE
0.6,0,0,0.3,0.1,0,0.37080000000000013,TRUE
0.5,0.1,0,0.3,0.1,0,0.19899999999999995,TRUE
0.4,0.2,0,0.3,0.1,0,0.007200000000000206,TRUE
0.3,0.3,0,0.3,0.1,0,-0.2046,FALSE
0.2,0.4,0,0.3,0.1,0,-0.4364,FALSE
